INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	
224	224	1000	Buff5_6							0	0	0	1	0		漕运援助：增加外防	-1	0	1	1	
225	225	1000	Buff5_6							0	0	0	1	0		漕运援助：增加内攻	-1	0	1	1	
226	226	1000	Buff5_6							0	0	0	1	0		漕运援助：增加内防	-1	0	1	1	
227	227	1000	Buff5_6							0	0	0	1	0		漕运援助：增加移动速度	-1	0	1	1	
228	228	1000	Buff5_6							0	0	0	1	0		漕运援助：50%几率不会遇怪	-1	0	1	1	
229	228	1000	Buff5_6							0	0	0	1	0		漕运援助：100%几率不会遇怪	-1	0	1	1	
230	230	7500	Bag2_1							0	0	0	0	0		实物：免疫不良效果	-1	0	1	1	
231	13	1000	FightSkillTianShan1_5	all_bj0000		身体受击点	buff_fengxue_01		身体受击点	0	1	1	0	0		同生共死：封穴，移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
232	232	1000	FightSkillMingJiao_5	all_bj0000		身体受击点	buff_fengxue_01		身体受击点	0	1	1	0	0		棒打狗头：封穴，移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
233	233	1000	Banner1_8				go1_爱神之箭_buff_01		身体受击点	0	0	0	1	0		爱神之吻：真情的见证，和异性组队去洛阳的丘碧特处兑换奖励	-1	0	1	1	
234	234	1500	Buff9_16							0	0	0	1	0		穿透：忽略目标玄抗15点	-1	0	1	1	
235	235	1500	Buff9_16							0	0	0	1	0		穿透：忽略目标玄抗25点	-1	0	1	1	
236	236	1500	Buff9_14							0	0	0	1	0		穿透：忽略目标火抗15点	-1	0	1	1	
237	237	1500	Buff9_14							0	0	0	1	0		穿透：忽略目标火抗25点	-1	0	1	1	
238	238	1500	Buff9_15							0	0	0	1	0		穿透：忽略目标毒抗15点	-1	0	1	1	
239	239	1500	Buff9_15							0	0	0	1	0		穿透：忽略目标毒抗25点	-1	0	1	1	
240	240	1500	Buff8_16							0	0	0	1	0		穿透：忽略目标冰抗15点	-1	0	1	1	
241	241	1500	Buff8_16							0	0	0	1	0		穿透：忽略目标冰抗25点	-1	0	1	1	
242	242	1000	Huodong_2_13				新蓝光环		身体受击点	0	0	0	1	0		门派年货大采购：体力、力量、灵气、定力、身法各增加15点	-1	0	1	1	
243	243	1000	Ring5_11				buff_夫妻戒指01		身体受击点	0	0	0	1	0		永恒钻戒：被祝福过的，体力、力量、灵气、定力、身法各增加10点	-1	0	1	1	
244	244	1000	Buff10_1				buff_珍珑之光		身体受击点	0	0	0	0	0		珍珑之光：体力、力量、灵气、定力、身法各增加8点	-1	0	1	1	
245	245	8600	TaskTools3_3							0	0	0	1	0		复活保护：无敌，使用技能后保护消失	-1	0	1	1	
246	246	1000	Treasure3_4							0	0	0	1	0		静心：增加人物15点所有属性，在消失后可以去大理孙八爷处领取静心草	-1	0	1	1	
247	247	1000	Malaizhuanyong2_2							0	1	1	0	0		热身运动：在大雪纷飞的环境中运动一下，感觉全身都暖和了。	-1	0	1	1	
248	202	1000	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点				0	0	0	1	0		师门关怀：增加内功攻击	-1	0	1	1	
251	99	1400	RideHeader1_13		interface\sound_tiger.wav					0	0	0	1	0		坐骑：虎	99	0	1	1	
252	99	1400	RideHeader1_1		interface\sound_horse.wav					0	0	0	1	0		坐骑：黄骠马	99	0	1	1	
253	99	1400	RideHeader1_11		interface\35.wav					0	0	0	1	0		坐骑：骆驼	99	0	1	1	
254	99	1400	RideHeader2_2		interface\32.wav					0	0	0	1	0		坐骑：鹤	99	0	1	1	
255	99	1400	RideHeader1_16		interface\33.wav					0	0	0	1	0		坐骑：青凤	99	0	1	1	
256	99	1400	RideHeader1_3		interface\34.wav					0	0	0	1	0		坐骑：牦牛	99	0	1	1	
257	99	1400	RideHeader1_5		interface\31.wav					0	0	0	1	0		坐骑：鹿	99	0	1	1	
258	99	1400	RideHeader1_9		interface\36.wav					0	0	0	1	0		坐骑：雕	99	0	1	1	
259	99	1400	RideHeader1_7		interface\30.wav					0	0	0	1	0		坐骑：灰狼	99	0	1	1	
260	99	1400	RideHeader1_14		interface\sound_tiger.wav					0	0	0	1	0		坐骑：白虎	99	0	1	1	
261	99	1400	RideHeader1_2		interface\sound_horse.wav					0	0	0	1	0		坐骑：青白骢马	99	0	1	1	
262	99	1400	RideHeader1_12		interface\35.wav					0	0	0	1	0		坐骑：白骆驼	99	0	1	1	
263	99	1400	RideHeader2_1		interface\32.wav					0	0	0	1	0		坐骑：金翼鹤	99	0	1	1	
264	99	1400	RideHeader1_15		interface\33.wav					0	0	0	1	0		坐骑：红白凤	99	0	1	1	
265	99	1400	RideHeader1_4		interface\34.wav					0	0	0	1	0		坐骑：白牦牛	99	0	1	1	
266	99	1400	RideHeader1_6		interface\31.wav					0	0	0	1	0		坐骑：白鹿	99	0	1	1	
267	99	1400	RideHeader1_10		interface\36.wav					0	0	0	1	0		坐骑：白雕	99	0	1	1	
268	99	1400	RideHeader1_8		interface\30.wav					0	0	0	1	0		坐骑：白狼	99	0	1	1	
269	269	1450	Buff5_9	g01_buff108		脚下光圈点				0	0	0	1	0		变身	-1	0	1	1	
270	270	1000	Buff5_10							0	0	0	1	0		重生：该状态下死后自动复活	-1	0	1	1	
271	271	1000	Buff5_7							1	0	0	0	0		运输状态：无法隐身、回城和骑乘	-1	0	1	1	
272	272	1000	Buff5_8							0	0	0	0	0		漕运强盗：识破隐身能力很强、移动速度很快	-1	0	1	1	
273	273	1000	Buff5_11							0	0	0	1	0		鱼饵：蚯蚓，提高钓鱼速度	-1	0	1	1	
274	273	1000	Buff5_12							0	0	0	1	0		鱼饵：虹虫，提高钓鱼速度	-1	0	1	1	
275	273	1000	Buff5_13							0	0	0	1	0		鱼饵：沙蚕，提高钓鱼速度	-1	0	1	1	
276	276	1000	Buff5_14							0	0	0	0	0		对峙：对峙期间，无法攻击和移动，也不会受到伤害	-1	0	1	1	
277	277	1000	Buff5_15							0	0	0	0	0		遇敌：无法传送	-1	0	1	1	
278	99	1400	RideHeader2_3		interface\sound_tiger.wav					0	0	0	1	0		坐骑：狮子	99	0	1	1	
279	99	1400	RideHeader2_4		interface\sound_tiger.wav					0	0	0	1	0		坐骑：白狮	99	0	1	1	
280	280	1000	Buff1_4				g01_buff44		头顶状态点	0	0	0	0	0		破绽百出：被王语嫣指出招式破绽	-1	0	1	1	
281	281	1000	FightSkillMingJiao_7							0	0	0	0	0		报复：杀死对方后将会受到对方的致命报复	-1	0	1	1	
282	282	1000	FightSkillXiaoYao_9							1	1	0	1	0		监禁：无法使用技能和物品	-1	0	1	1	
283	283	1000	FightSkillShaoLin2_6							0	1	0	1	0		弥勒护身：增加体力	-1	0	1	1	
284	284	1000	FightSkillMingJiao1_6							0	1	0	1	0		葵花神力：增加力量	-1	0	1	1	
285	285	1000	FightSkillGaiBang_6							0	1	0	1	0		如影随形：增加身法	-1	0	1	1	
286	286	1000	FightSkillWuDang2_6							0	1	0	1	0		犀牛望月：增加灵气	-1	0	1	1	
287	287	1000	FightSkillEMei2_6							0	1	0	1	0		坐怀不乱：增加定力	-1	0	1	1	
288	288	1000	FightSkillXinXiu2_6							0	1	0	1	0		百毒不侵：增加毒抗	-1	0	1	1	
289	289	1000	FightSkillDaLi1_6							0	1	0	1	0		正气浩然：增加玄抗	-1	0	1	1	
290	290	1000	FightSkillTianShan1_6							0	1	0	1	0		冰肌玉骨：增加冰抗	-1	0	1	1	
291	291	1000	FightSkillXiaoYao1_6							0	1	0	1	0		墨守成规：增加火抗	-1	0	1	1	
292	59	8500	FightSkillShaoLin2_5				秘籍_sl_zdo		身体中心点	0	0	0	1	0		易筋锻骨：强化血上限	-1	0	1	1	
293	293	8500	FightSkillMingJiao1_5				秘籍_mj_zdo		身体中心点	0	0	0	1	0		纯阳无极：增加火攻击和火抗性	-1	0	1	1	
294	14	1000	FightSkillWuDang2_5							0	1	1	0	0		天外飞仙：麻痹，移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
295	1	8500	FightSkillEMei2_5							0	1	1	0	0		九阴神爪：撕裂，持续失血	-1	0	1	1	
296	34	1000	FightSkillXinXiu2_5							0	1	1	0	0		化骨绵掌：虚弱力量、灵气	-1	0	1	1	
297	26	8500	FightSkillDaLi1_5							0	1	1	0	0		少泽剑：攻防破绽，削弱攻击与防御	-1	0	1	1	
298	13	8500	FightSkillTianShan1_5							0	1	1	0	0		同生共死：封穴，移动不能，操作不能，可被攻击，无法被打醒	-1	0	1	1	
299	99	1400	RideHeader1_9							0	0	0	1	0		坐骑：陆行雕	99	0	1	1	
300	300	1000	Buff2_12							0	0	0	1	0		加强：外功攻击	-1	0	1	1	
301	301	1000	Buff2_13							0	0	0	1	0		加强：内功攻击	-1	0	1	1	
302	302	1000	Buff2_14							0	0	0	1	0		加强：外攻防御	-1	0	1	1	
303	303	1000	Buff2_15							0	0	0	1	0		加强：内功防御	-1	0	1	1	
304	304	1000	Charm_1							0	0	0	1	0		加强：冰攻击	-1	0	1	1	
305	305	1000	Charm_2							0	0	0	1	0		加强：火攻击	-1	0	1	1	
306	306	1000	Charm_3							0	0	0	1	0		加强：毒攻击	-1	0	1	1	
307	307	1000	Charm_4							0	0	0	1	0		加强：玄攻击	-1	0	1	1	
308	308	1000	OtherTools1_5							0	0	0	1	0		加强：冰防御	-1	0	1	1	
309	309	1000	OtherTools1_6							0	0	0	1	0		加强：火防御	-1	0	1	1	
310	310	1000	OtherTools1_7							0	0	0	1	0		加强：毒防御	-1	0	1	1	
311	311	1000	OtherTools1_8							0	0	0	1	0		加强：玄防御	-1	0	1	1	
312	312	1000	MenpaiGoods_1							0	0	0	1	0		加强：力量	-1	0	1	1	
313	313	1000	MenpaiGoods_2							0	0	0	1	0		加强：灵气	-1	0	1	1	
314	314	1000	MenpaiGoods_3							0	0	0	1	0		加强：体力	-1	0	1	1	
315	315	1000	MenpaiGoods_4							0	0	0	1	0		加强：定力	-1	0	1	1	
316	316	1000	MenpaiGoods_5							0	0	0	1	0		加强：身法	-1	0	1	1	
317	317	1000	MenpaiGoods_6							0	0	0	1	0		加强：命中	-1	0	1	1	
318	318	1000	MenpaiGoods_7							0	0	0	1	0		加强：闪避	-1	0	1	1	
319	319	1000	MenpaiGoods_8							0	0	0	1	0		加强：会心	-1	0	1	1	
320	320	1000	Charm_15							0	0	0	1	0		加强：血上限	-1	0	1	1	
321	321	1000	Charm_14							0	0	0	1	0		加强：气上限	-1	0	1	1	
322	99	1400	RideHeader2_6		ambience\nature\animal\elephant.wav					0	0	0	1	0		坐骑：象	99	0	1	1	
323	99	1400	RideHeader2_5		ambience\nature\animal\elephant.wav					0	0	0	1	0		坐骑：大象	99	0	1	1	
324	99	1400	RideHeader1_10		interface\36.wav					0	0	0	1	0		坐骑：神雕	99	0	1	1	
325	325	1000	Cloth3_2							1	0	0	0	0		地灵丹：珍兽获得的经验翻倍	-1	0	1	1	
326	99	1400	RideHeader2_15		ambience\nature\animal\xiniu.wav					0	0	0	1	0		坐骑：犀牛	99	0	1	1	
327	99	1400	RideHeader2_11		ambience\nature\bird\tuoniao.wav					0	0	0	1	0		坐骑：鸵鸟	99	0	1	1	
328	99	1400	RideHeader2_14		ambience\nature\insect\spider_1.wav					0	0	0	1	0		坐骑：符文骑士	99	0	1	1	
329	99	1400	RideHeader2_12							0	0	0	1	0		坐骑：玄龟	99	0	1	1	
330	99	1400	RideHeader2_10		ambience\nature\animal\lion_1.wav					0	0	0	1	0		坐骑：陆吾	99	0	1	1	
331	99	1400	RideHeader2_13		ambience\society\machine.wav					0	0	0	1	0		坐骑：木牛流马	99	0	1	1	
332	99	1400	RideHeader2_9		ambience\nature\animal\bear_1.wav					0	0	0	1	0		坐骑：熊	99	0	1	1	
333	99	1400	RideHeader1_1							0	0	0	1	0		搭乘坐骑	-1	0	1	1	
334	334	8600	TaskTools3_3							0	0	0	1	0		传送保护：无敌，移动或使用技能后保护即会消失	-1	0	1	1	
335	335	1000	CommonLiveSkill_16							1	0	0	0	0		疲劳：主人无法再配合珍兽施放群攻技能	-1	0	1	1	
336	336	1000	TaskTools4_10							1	0	0	0	0		马鞍：增加骑乘时的移动速度	-1	0	1	1	
337	99	1400	Ride2_15		ambience\nature\animal\river_horse.wav					0	0	0	1	0		坐骑：河马	99	0	1	1	
338	99	1400	Ride2_11		ambience\nature\animal\carriage.wav					0	0	0	1	0		坐骑：马车	99	0	1	1	
339	99	1400	Ride2_13		ambience\nature\animal\horse_2.wav					0	0	0	1	0		坐骑：天马	99	0	1	1	
340	99	1400	Ride2_9							0	0	0	1	0		坐骑：兔子	99	0	1	1	
341	99	1400	Ride2_14		ambience\nature\animal\dance_lion.wav					0	0	0	1	0		坐骑：舞狮	99	0	1	1	
342	99	1400	Ride2_10		interface\31.wav					0	0	0	1	0		坐骑：驯鹿	99	0	1	1	
343	343	1000	Medicine2_12							1	0	0	0	0		乾坤壶：自动捡取怪物掉落的物品	-1	0	1	1	
344	344	1000	TaskTools6_7							1	0	0	0	0		心怀故主：暂时不能加入其他帮派，体力、力量、灵气、定力、身法各增加5点	-1	0	1	1	
345	345	8500	MenpaiLiveSkill2_9							0	0	1	0	0		灭此朝食：吸引怪物的攻击	-1	0	1	1	
346	345	8500	MenpaiLiveSkill2_11							0	0	1	0	0		调虎离山：吸引怪物的攻击并降低其防御	-1	0	1	1	
347	347	1000	MakeMaterial11_3				g01_buff10_01		脚下光圈点	0	0	0	1	0		双核速龙丹：移动速度加快	-1	0	1	1	
349	349	1000	Cloth3_14							1	1	0	0	0		通天灵丹：人物获得的经验变为2.5倍	-1	0	1	1	
350	325	1000	Cloth3_15							1	1	0	0	0		彻地灵丹：珍兽获得的经验变为2.5倍	-1	0	1	1	
351	349	1000	Cloth3_16							1	1	0	0	0		小灵丹：人物与珍兽获得的经验变为1.5倍，可与地灵丹及双倍一起使用。	-1	0	1	1	
352	352	1200	CommonLiveSkill_15							1	0	0	0	0		疲劳：主人无法再配合珍兽施放神佑技能	-1	0	1	1	
353	353	1000	CommonLiveSkill_14							1	0	0	0	0		疲劳：主人无法再配合珍兽施放共生和血祭技能	-1	0	1	1	
354	354	1000	Cloth4_5				玫瑰花		脚下光圈点	0	0	0	1	0		999朵玫瑰	-1	0	1	1	
355	355	1000	Cloth6_1	冰镇西瓜	interface\sound_shengji.wav	身体受击点				0	0	0	1	0		冰镇西瓜：令人神清气爽，增加人物基础外功攻击和基础内功攻击15%	-1	0	1	1	
356	99	1400	Ride2_12							0	0	0	1	0		坐骑：雪羽	99	0	1	1	
357	357	1200	CommonLiveSkill_14							1	0	0	0	0		疲劳：主人无法再配合珍兽施放肉墙技能	-1	0	1	1	
358	99	1400	RideHeader2_16							0	0	0	1	0		坐骑：巨人	99	0	1	1	
359	99	1400	RideHeader2_7							0	0	0	1	0		坐骑：飞龙	99	0	1	1	
360	360	1000	PetSkill2_13							0	0	0	0	0		冰精：受到冰系伤害减少，火系伤害增加	-1	0	1	1	
361	360	1000	PetSkill2_14							0	0	0	0	0		火灵：受到火系伤害减少，冰系伤害增加	-1	0	1	1	
362	360	1000	PetSkill3_3							0	0	0	0	0		毒蛊：受到毒系伤害减少，玄系伤害增加	-1	0	1	1	
363	360	1000	PetSkill3_8							0	0	0	0	0		玄兽：受到玄系伤害减少，毒系伤害增加	-1	0	1	1	
364	364	1000	PetSkill1_7							0	0	0	0	0		迟钝：血上限增加，闪避和命中削弱	-1	0	1	1	
365	364	1000	PetSkill3_6							0	0	0	0	0		狡猾：命中和闪避增加，防御削弱	-1	0	1	1	
366	364	1000	PetSkill3_7							0	0	0	0	0		憨厚：防御增加，会心削弱	-1	0	1	1	
367	364	1000	PetSkill3_5							0	0	0	0	0		拼命：会心增加，血上限削弱	-1	0	1	1	
368	364	1000	PetSkill3_9							0	0	0	0	0		法魂：内攻增加，外攻削弱	-1	0	1	1	
369	364	1000	PetSkill3_10							0	0	0	0	0		蛮力：外攻增加，内攻削弱	-1	0	1	1	
370	370	1000	PetSkill5_13				cw_chongsheng		身体受击点	0	0	0	0	0		重生：该状态下死后自动复活	-1	0	1	1	
371	370	1000	PetSkill5_14				cw_chongsheng		身体受击点	0	0	0	0	0		高级重生：该状态下死后自动复活	-1	0	1	1	
372	372	1000	PetSkill2_9				cw_rouqiang		头顶状态点	0	0	0	0	0		肉墙：将部分伤害转移到宠物身上	-1	0	1	1	
373	372	1000	PetSkill2_10				cw_rouqiang		头顶状态点	0	0	0	0	0		高级肉墙：将部分伤害转移到宠物身上	-1	0	1	1	
374	374	1000	PetSkill4_1				cw_shengyou		头顶状态点	0	0	0	0	0		神佑：不会受到伤害，也不能攻击敌人	-1	0	1	1	
375	374	1000	PetSkill4_2				cw_shengyou		头顶状态点	0	0	0	0	0		高级神佑：不会受到伤害，也不能攻击敌人	-1	0	1	1	
376	376	1000	PetSkill7_1				cw_shixue		身体受击点	0	0	0	0	0		嗜血：牺牲防御来暂时提高外功攻击	-1	0	1	1	
377	376	1000	PetSkill7_2				cw_shixue		身体受击点	0	0	0	0	0		高级嗜血：牺牲防御来暂时提高外功攻击	-1	0	1	1	
378	377	8200	Ring2_15				buff_重楼望月		身体中心点	1	0	0	0	0		真·重楼戒：攻击时有3%几率震慑敌人的魂魄，使之封穴，持续20秒，封穴不可解	-1	0	1	1	
380	380	1000	PetSkill5_6							0	0	0	0	0		伪装：宠物进入隐身状态，攻击或受到伤害即会现身	-1	0	1	1	
381	380	1000	PetSkill5_5							0	0	0	0	0		高级伪装：宠物伪装起来，攻击或受到伤害即会现身	-1	0	1	1	
382	382	1000	PetSkill2_5				npc_all_fushen		身体受击点	0	0	1	0	1	身体受击点	附身：宠物附身于敌人，双方都无法动弹	-1	0	1	1	
383	382	1000	PetSkill2_6				npc_all_fushen		身体受击点	0	0	1	0	1	身体受击点	高级附身：宠物附身于敌人，双方都无法动弹	-1	0	1	1	
384	384	1000	PetSkill1_1	cw_fanji		身体受击点				0	0	0	0	0		反击：受到攻击时一定几率反击敌人	-1	0	1	1	
385	384	1000	PetSkill1_2	cw_fanji		身体受击点				0	0	0	0	0		高级反击：受到攻击时一定几率反击敌人	-1	0	1	1	
386	386	1000	PetSkill5_15	cw_xixue		身体受击点				0	0	0	0	0		吸血：攻击时一定几率吸取敌人生命	-1	0	1	1	
387	386	1000	PetSkill5_16	cw_xixue		身体受击点				0	0	0	0	0		高级吸血：攻击时一定几率吸取敌人生命	-1	0	1	1	
388	388	1000	PetSkill1_13	cw_fanzhen		身体受击点				0	0	0	0	0		反震：一定几率将所受的近身伤害反弹回去	-1	0	1	1	
389	388	1000	PetSkill1_14	cw_fanzhen		身体受击点				0	0	0	0	0		高级反震：一定几率将所受的近身伤害反弹回去	-1	0	1	1	
390	390	1000	PetSkill4_9	cw_lingdong		身体受击点				0	0	0	0	0		灵动：一定几率减少所受的伤害	-1	0	1	1	
391	390	1000	PetSkill4_10	cw_lingdong		身体受击点				0	0	0	0	0		高级灵动：一定几率减少所受的伤害	-1	0	1	1	
392	392	1000	PetSkill2_7	cw_ximo		身体受击点				0	0	0	0	0		吸气：攻击时一定几率吸走敌人的气	-1	0	1	1	
393	392	1000	PetSkill2_8	cw_ximo		身体受击点				0	0	0	0	0		高级吸气：攻击时一定几率吸走敌人的气	-1	0	1	1	
394	394	1000	PetSkill4_5	cw_danu		脚下光圈点				0	0	0	0	0		打怒：攻击时一定几率打消敌人怒气	-1	0	1	1	
395	394	1000	PetSkill4_6	cw_danu		脚下光圈点				0	0	0	0	0		高级打怒：攻击时一定几率打消敌人怒气	-1	0	1	1	
396	396	1000	PetSkill5_1	cw_zhongxin		头顶状态点				0	0	0	0	0		忠心：有一定几率替主人格挡必杀攻击	-1	0	1	1	
397	396	1000	PetSkill5_2	cw_zhongxin		头顶状态点				0	0	0	0	0		高级忠心：有一定几率替主人格挡必杀攻击	-1	0	1	1	
398	398	1000	PetSkill5_3	cw_lingqi		身体受击点				0	0	0	0	0		灵气：有一定几率替主人格挡不良效果	-1	0	1	1	
399	398	1000	PetSkill5_4	cw_lingqi		身体受击点				0	0	0	0	0		高级灵气：有一定几率替主人格挡不良效果	-1	0	1	1	
400	400	1000	PetSkill5_7	cw_shipo		头顶状态点				0	0	0	0	0		识破：增强主人侦破隐形的能力	-1	0	1	1	
401	400	1000	PetSkill5_8	cw_shipo		头顶状态点				0	0	0	0	0		高级识破：增强主人侦破隐形的能力	-1	0	1	1	
402	402	1000	PetSkill3_13	cw_jieli		头顶状态点				0	0	0	0	0		借力：增强主人的力量	-1	0	1	1	
403	402	1000	PetSkill3_14	cw_jieli		头顶状态点				0	0	0	0	0		高级借力：增强主人的力量	-1	0	1	1	
404	404	1000	PetSkill1_5	cw_yihun		头顶状态点				0	0	0	0	0		移魂：增强主人的定力	-1	0	1	1	
405	404	1000	PetSkill1_6	cw_yihun		头顶状态点				0	0	0	0	0		高级移魂：增强主人的定力	-1	0	1	1	
406	406	1000	PetSkill3_15	cw_jiasu		头顶状态点				0	0	0	0	0		瞬影：增强主人的身法	-1	0	1	1	
407	406	1000	PetSkill3_16	cw_jiasu		头顶状态点				0	0	0	0	0		高级瞬影：增强主人的身法	-1	0	1	1	
408	408	1000	PetSkill1_3	cw_qiangshen		头顶状态点				0	0	0	0	0		强身：增强主人的体力	-1	0	1	1	
409	408	1000	PetSkill1_4	cw_qiangshen		头顶状态点				0	0	0	0	0		高级强身：增强主人的体力	-1	0	1	1	
410	410	1000	PetSkill3_1	cw_ningshen		头顶状态点				0	0	0	0	0		凝神：增强主人的灵气	-1	0	1	1	
411	410	1000	PetSkill3_2	cw_ningshen		头顶状态点				0	0	0	0	0		高级凝神：增强主人的灵气	-1	0	1	1	
412	37	1000	PetSkill6_5	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		虚弱：降低目标的内外功攻击	-1	0	1	1	
413	37	1000	PetSkill6_6	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高级虚弱：降低目标的内外功攻击	-1	0	1	1	
414	25	1000	PetSkill6_7	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		破绽：降低目标的内外功防御	-1	0	1	1	
415	25	1000	PetSkill6_8	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高级破绽：降低目标的内外功防御	-1	0	1	1	
416	23	1000	PetSkill6_15	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		摔绊：降低目标的移动速度	-1	0	1	1	
417	23	1000	PetSkill6_16	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高级摔绊：降低目标的移动速度	-1	0	1	1	
418	418	1000	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各10点	-1	0	1	1	
419	418	1000	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各15点	-1	0	1	1	
420	418	1000	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各20点	-1	0	1	1	
421	418	1000	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各25点	-1	0	1	1	
422	418	1000	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各30点	-1	0	1	1	
423	418	1000	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各35点	-1	0	1	1	
424	418	1000	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各40点	-1	0	1	1	
425	418	1000	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各45点	-1	0	1	1	
426	418	1000	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各50点	-1	0	1	1	
427	427	1000	FightSkillShaoLin2_7							0	1	0	1	0		倒转乾坤：增加技能所能造成的伤害	-1	0	1	1	
428	427	1000	FightSkillMingJiao1_7							0	1	0	1	0		举火烧天：增加技能所能造成的伤害	-1	0	1	1	
429	427	1000	FightSkillGaiBang_7							0	1	0	1	0		拨草寻蛇：增加技能所能造成的伤害	-1	0	1	1	
430	427	1000	FightSkillWuDang2_7							0	1	0	1	0		空明式：增加技能所能造成的伤害	-1	0	1	1	
431	427	1000	FightSkillEMei2_9							0	1	0	1	0		九阴毒龙功：增加技能所能造成的伤害	-1	0	1	1	
432	427	1000	FightSkillXinXiu2_7							0	1	0	1	0		化血神毒：增加技能所能造成的伤害	-1	0	1	1	
